perturbation,KNN_RMSE,KNN_Pearson,XGBoost_RMSE,XGBoost_Pearson,MLP_RMSE,MLP_Pearson,ElasticNet_RMSE,ElasticNet_Pearson
PHOX2A,0.14596780780703053,0.1196355134750469,0.1458249076943673,0.1222362169573149,0.1645873134004364,0.055743079338818,0.14545767535569,0.124917818268242
PITX1,0.10695308600951557,-0.0018675507356503411,0.1058874816373376,0.0038776842904602,0.1164339024358359,-1.840960355477243e-05,0.105805001042421,0.030615301268495
PLAG1,0.25167468055372205,0.06543899225767637,0.2427421586133538,0.0801582108310752,0.2262748709712396,0.0416454184309106,0.241404183453638,0.119490975298105
PLAGL1,0.23362416252943943,0.01818413842322587,0.2210952280237848,0.0247816216540441,0.1903218321877292,0.0265809208117133,0.212484284504293,0.0298647417441296
POU4F2,0.14666999918995807,0.015307656146187417,0.1444240818675236,0.0065043645322248,0.1763543972750106,-0.0020950205571319,0.144165492650793,0.0350578260643955
PPARGC1A,0.24563806890648565,0.0032950187482395235,0.2439328392360065,0.0319158087424803,0.29801093949727,-0.0062725301109553,0.242931334818257,
PRDM1,0.1931206961802577,0.16182160732956377,0.1921485356235259,0.1832034924235065,0.2171626408114051,-0.0146089163436431,0.192446599629831,0.171217075999892
PRDM16,0.17059901698759747,-0.004682055374338349,0.1694130306600622,0.0144038370556408,0.1904548501315822,0.0223425951275384,0.169174076922636,
PROX1,0.1397622518517415,0.05562880095217086,0.1390395388704319,0.061325319983301,0.1627829315520967,0.0166537369190881,0.139116161868717,0.0672073114419885
PRRX2,0.12412720108232635,0.04208704269926318,0.1231628106922494,0.0368736904951246,0.1344502475316058,-0.0126817991778667,0.122322321738387,0.0551762129463191
PSAP,0.13737357158558866,0.08849416750339276,0.1338087610830267,0.0662524258200035,0.1414157742745228,0.0046952897860595,0.133532152058305,0.0974139275069877
PTF1A,0.13438517381524728,-0.0011204474042568178,0.1337615896197933,-0.0058450035844803,0.1480867714574107,0.0396790622298841,0.133712428227047,-0.0168496717768503
RBMS1,0.10061228534402508,0.0045845093311452,0.0998857047979414,0.0417136294286488,0.1204937518028249,-0.0312803639273419,0.0999230733564911,
RBPJ,0.12501423761165528,0.033144827898053716,0.1249616972400838,-0.0154701978377523,0.1371282176474307,0.0184379997641923,0.124693714355346,0.0340083382526704
RERE,0.13909669244595332,0.06232442722723165,0.1385556905343596,0.0905464967202511,0.1589860355721288,0.0079590824191465,0.138287624925012,0.10512303035603
REXO1,0.17199027940552267,0.02322079254720059,0.171257195563858,0.042751493820784,0.1930932192219345,-0.0389242954037564,0.171264442467423,0.0473018833711812
RREB1,0.1166228807371022,0.03748792802641584,0.1162039902981491,0.056570178746129,0.135940595330027,-0.0339316376525438,0.11617874696901,0.063609437916819
RUNX1,0.18070587935823254,0.041861424674899,0.1801990648157388,0.0521219903300763,0.2008449156522102,0.0155934107310886,0.180248845041647,0.0469902444075685
RUNX2,0.21504091555554883,0.03759663166666358,0.2143099723324631,0.0650418289047578,0.2393315883335573,-0.0026751046890806,0.214552131058547,
SALL1,0.14932334102370579,0.05518878540762022,0.148959408838193,0.0386711933167494,0.1711342862640787,0.0248621394923221,0.148689223525681,0.0711547670706315
SALL3,0.11881197824700902,0.04480518060234749,0.1186885929780492,0.0025729670604764,0.1286988501480259,0.0391022986418032,0.118302697621242,0.0202700985494806
SATB2,0.10452924641041464,0.036869527627754486,0.1041342659822315,0.0166147604327283,0.1172795757287689,0.0127268706893828,0.10419947608018,-0.0133160500675447
SIX4,0.158076433177173,0.0341551567026541,0.1576419879252233,0.0162132045983362,0.1845066932942406,0.0006365402655102,0.157648097341237,0.0209948566324115
SMAD1,0.16186683650939127,0.074165422250397,0.1612797516549013,0.0663503068409944,0.1708909313562885,0.0688924114553241,0.161041354695491,0.0755196472539023
SMAD5,0.17082151934875336,0.03786871439184576,0.1702140107161179,0.0577299325803566,0.1822610054092753,0.0692776565758456,0.170305532144384,
SMAD6,0.14836801497921626,0.07010379600505878,0.1473509810515518,0.1184384065764992,0.1791883654789878,0.0227611174841051,0.147791561932998,0.0422510407990571
SMARCA1,0.16175065694503651,0.06940891712689437,0.1592359464731492,0.0679711632744471,0.1681566425790297,-0.009825920002959,0.159264434420788,0.0774352112175604
SMARCA2,0.10841272593320952,0.014598498572613038,0.1069235048317201,0.0271760729612212,0.1592514764627408,-0.0230186278328611,0.105797298384847,
SNAI1,0.15659144533513306,0.03195008358238407,0.155686810993347,0.0662341000063642,0.164152193641323,0.0701763794198598,0.155459709101555,0.0771126047912757
SOX11,0.2767935812794549,0.022189650930935653,0.2753947126288406,0.0469698879205591,0.287499381871088,-0.006491034923086,0.275443804360412,0.0456738020665182
SOX12,0.1128895634502058,-0.008861406138227926,0.1120774753969777,0.0473403286300607,0.12228366308984,0.027193848191745,0.112199473309723,0.0348819701176189
SOX13,0.18346989364147187,0.021216491360543294,0.1825024393590145,0.0538855956592786,0.202684966830567,-0.003598305158409,0.182502292083282,0.0109943676112173
